id,input_amounts
222,"['0.00100000', '0.00519719', '0.00096700', '0.00788212', '0.00290000', '0.00980000', '0.00193800', '0.00373126', '0.00058628']"
223,['0.00390000']
224,"['0.02700000', '0.00500000']"
225,['1.95753305']
226,"['0.00900000', '2.70150616']"
227,['0.01950000']
228,['0.00773090']
229,['0.00897807']
230,['0.00107260']
231,['3.97757504']
232,['0.00050000']
233,"['1.80750821', '0.03000000', '0.01570000']"
234,['0.05000000']
235,['0.01944692']
236,['0.00936651']
237,['4.96206360']
238,['0.01000000']
239,"['0.00010000', '0.00013629']"
240,"['0.00075282', '4.96176428']"
241,"['0.00070000', '0.00100000', '0.00010000', '0.00161670', '0.00010000', '0.00001672', '0.00020000', '0.00006184', '0.00005350', '0.00001000', '0.00020000', '0.00010000']"
242,['0.91874369']
243,['0.02000000']
244,"['0.00933603', '0.03000000', '0.00072800', '0.06000000']"
245,"['0.00110000', '0.00100000', '0.00825347', '0.00020000']"
246,['1.74271760']
247,"['1.64248453', '0.00020000']"
248,"['0.00640918', '0.88795345', '0.07000000', '0.01940000', '0.01645770']"
249,['1.64209248']
250,['0.01000000']
251,"['0.01500000', '0.00222825', '1.53853779']"
252,['0.05500000']
253,"['0.10000000', '0.00011752']"
254,"['0.01942388', '0.08572167']"
255,"['0.20000000', '0.00100000']"
256,['0.00040000']
257,"['0.00008197', '0.09743739']"
258,['0.01737604']
259,['0.00050000']
260,['0.00050000']
261,['0.00085884']
262,['0.00050000']
263,['0.01000000']
264,['0.00070000']
265,['0.02959206']
266,['0.00090000']
267,['0.00290000']
268,['0.00080000']
269,['0.00043743']
270,['0.00163003']
271,['0.10000000']
272,['0.00114700']
273,['0.00390625']
274,['0.00500000']
275,['0.01000000']
276,['0.00040856']
277,['0.00275434']
278,['0.00300000']
279,['0.00101618']
280,['0.02471042']
281,['1.00000000']
282,['0.02000000']
283,['0.01000000']
284,['0.00637176']
285,['0.01930000']
286,['0.00127802']
287,"['0.04000000', '0.01200000']"
288,"['0.00196562', '0.05000000', '0.00882401']"
289,['0.01930000']
290,['0.01030000']
291,"['0.00700000', '0.01322200']"
292,"['0.00052000', '0.00100000']"
293,['1.00000000']
294,['0.00158314']
295,['0.00832438']
296,['0.00080854']
297,['0.00090000']
298,['0.01000000']
299,"['0.00392156', '0.00859631']"
300,['0.00110000']
301,['0.20000000']
302,"['0.00013227', '0.01000000']"
303,"['0.00383024', '0.01901784']"
304,['4.94553584']
305,['0.00796738']
306,['0.01900000']
307,"['0.00063000', '0.10000000']"
308,['0.00040000']
309,['0.05900000']
310,"['0.00224987', '0.01785967']"
311,['0.00392695']
312,"['0.00001000', '0.00001332', '0.00001500', '0.00002949', '0.00005460', '0.00001000', '0.00005460', '0.00002648']"
313,"['0.00005666', '0.00005480', '0.00006448', '0.00003557']"
314,"['0.00010000', '0.00006000', '0.00011000', '0.00008830', '0.00014800']"
315,"['0.00010000', '0.00010000', '0.00010195', '0.00010000', '0.00024908', '0.00015852', '0.00010000', '0.00010000']"
316,"['0.00063540', '0.00006504', '0.00200000', '0.00060110', '0.00049400', '0.00510000', '0.00011275', '0.00040900', '0.00060081']"
317,"['0.00083132', '0.00090000', '0.01521101', '0.00108100', '0.00025000', '0.00090000', '0.00011808', '0.00176132', '0.03000000']"
318,"['0.05000000', '0.00090000', '0.00060000', '0.00500163', '0.00070000', '0.00198637', '0.00124100', '0.00062652']"
319,"['0.00080000', '0.00100000', '0.00342500', '0.00100000', '0.00181596', '0.00100000', '0.00100000']"
320,"['0.00060426', '0.00360000']"
321,['0.00150000']
322,"['0.00100000', '0.00009588', '0.00009788', '0.00090000', '0.00202400']"
323,['0.00100000']
324,"['0.00100000', '0.00069047', '0.00185195', '0.00100000', '0.00011522', '0.00192356', '0.00110000', '0.00237000', '0.00196900']"
325,['0.00282329']
326,"['0.00198467', '0.02000000', '0.00980000', '0.00294160', '0.00031419']"
327,"['0.00200000', '0.00200000', '0.00020000', '0.00190000', '0.16984008', '0.00500452', '0.01149000', '0.00400000', '0.00361054']"
328,['0.01001500']
329,"['0.00002000', '0.00500000', '0.04501000']"
330,['0.00980000']
331,"['0.08587254', '0.00969500', '0.20000000', '0.00450000']"
332,['0.00130000']
333,['0.05000000']
334,['2.58545992']
335,"['0.01789824', '0.01449659', '0.00989938', '0.06000000']"
336,['0.02445712']
337,['0.00067444']
338,['0.02343342']
339,['0.01000000']
340,"['0.00502393', '0.00017188', '0.00986679']"
341,"['0.01470000', '0.00414937', '0.00620000']"
342,['4.94433611']
343,"['0.02747658', '0.02000000']"
344,"['0.01215259', '0.01495000', '0.03000000', '4.94381277', '0.99926894', '1.49990000']"
345,['0.10000000']
346,"['0.00700000', '0.00087269']"
347,['0.05000000']
348,['0.20000000']
349,['0.05591561']
350,"['0.00841560', '0.01187000']"
351,['3.97553901']
352,['0.05158304']
353,"['0.10000000', '0.03000000', '0.10000000', '0.00500000', '0.19581330']"
354,"['0.01000000', '0.00011821']"
355,['0.01000000']
356,['0.00393405']
357,"['0.01458546', '0.03156101', '0.00400000', '0.10000000']"
358,"['0.01119474', '0.00410000']"
359,"['0.09039309', '0.00990000']"
360,['0.99395800']
361,['0.00500000']
362,['0.01000000']
363,['0.05344091']
364,['0.00890000']
365,['0.05000000']
366,"['0.00190000', '0.00040000']"
367,['0.01000000']
368,['0.01950000']
369,['0.30000000']
370,['0.00700000']
371,['0.05000000']
372,"['0.00935000', '0.01230000']"
373,['8.82000000']
374,"['0.00350000', '0.05990000', '0.28683404']"
375,"['0.01590990', '0.00029600']"
376,['0.00438892']
377,['0.01000000']
378,['0.00640000']
379,"['0.00010000', '0.00109998']"
380,['0.01000000']
381,"['0.00210500', '0.00906788', '0.00043403']"
382,['0.00212552']
383,['0.00140000']
384,"['0.04925113', '0.00500000']"
385,"['0.00022810', '0.00590000', '0.01000000', '0.25000000', '0.10000000']"
386,['0.02000000']
387,['0.05000000']
388,['0.00028000']
389,"['0.00827097', '0.00220000']"
390,['0.00090000']
391,"['0.00156276', '0.00001437', '0.00010486', '0.04637328', '0.00049998', '0.00011100', '0.00020000', '0.00030000', '0.00006372', '0.00031395', '0.00030000', '0.00020930']"
392,"['0.00759000', '1.00000000']"
393,"['0.00094703', '0.00019000']"
394,['0.02200000']
395,"['0.00015113', '0.00010000', '0.00040000']"
396,"['0.00050000', '0.00040000', '0.00110000', '0.03997320', '0.00003208', '0.10570824', '0.00067299', '0.00040000', '0.00086473', '0.00040000']"
397,"['0.00100000', '0.25000000', '0.50000000', '0.00210588', '0.00927000']"
398,['0.00104404']
399,['0.00058000']
400,['0.00084171']
401,"['0.00207729', '0.00005686']"
402,['0.00033889']
403,"['0.00003574', '0.00050000']"
404,['0.01158205']
405,['0.00500000']
406,"['0.00654000', '0.01849000']"
407,"['0.00040000', '0.00040000', '0.00005939', '0.22830530', '0.01630678', '0.00006169', '0.00090000', '0.00051449', '0.00090000', '0.00090000', '0.00011851', '0.00005747', '0.00104916', '0.00010000']"
408,"['0.00197306', '0.00040000']"
409,"['0.00100000', '0.00100000', '0.00100000', '0.00008236', '0.00138864', '0.00090000', '0.08320540', '0.00996613', '0.00150000']"
410,['0.00100000']
411,"['0.00005734', '0.01300000', '0.10289971', '0.00911154']"
412,"['0.00421683', '0.02702703', '0.06881642']"
413,['0.10000000']
414,['1.00000000']
415,"['0.00010000', '0.00051449', '0.00237663', '0.00006965', '0.00100000', '0.01090000', '0.00100000', '0.00100000', '0.00250000', '0.00060000']"
416,"['0.27526571', '0.00118400', '0.02100000', '0.00260000']"
417,"['0.00100000', '0.00100000', '0.00376342', '0.00100000', '0.00005500', '0.00190000', '0.00220000', '0.00100000', '0.01194000', '0.00006169', '0.27513323', '0.00100000']"
418,['0.00170883']
419,['0.00143240']
420,['0.00090000']
421,['0.00054001']
422,"['0.00290000', '0.00464382', '0.00841177']"
423,"['0.00015000', '0.00017114', '0.00025000']"
424,"['0.00106425', '0.00005104', '0.00250000', '0.00020746', '0.00500000', '0.00020000', '0.01243444', '0.00200000', '0.05226038', '0.00025000', '0.00205800', '0.00205800']"
425,"['0.00103700', '0.00200000']"
426,"['0.00002054', '0.00653000']"
427,['0.00205800']
428,"['0.00030000', '0.00372964', '0.00321307', '0.04108462', '0.00421174', '0.00490000', '0.00340000', '0.00003734', '0.00017000', '0.00100000']"
429,['0.00200000']
430,['0.00290001']
431,['0.00189591']
432,"['0.00099724', '0.00089306']"
433,['0.00088644']
434,"['0.00009559', '0.02073312', '0.10416666', '0.00374752', '0.00150000', '0.00327440', '0.05000000', '0.01070000', '0.00580922']"
435,['0.00500000']
436,"['0.00590430', '0.00926312', '0.00185463']"
437,"['0.00100000', '0.00020800']"
438,"['0.00090000', '0.00500000', '0.00020431', '0.00956300']"
439,['0.00817183']
440,['0.00389441']
441,['0.00040000']
442,['0.00061244']
443,['0.00500000']
444,['0.00025000']
445,"['0.00003599', '0.00208290', '0.01000000', '0.00880000']"
446,"['0.00003558', '0.00071040', '0.01090000', '0.00823337']"
447,['0.00990000']
448,['0.04394490']
449,['0.00290000']
450,['0.03871050']
451,"['0.00916770', '0.09000000', '0.00088052']"
452,"['0.04490000', '0.01000000', '0.00025000', '0.01990000']"
453,"['0.01984500', '0.00267947']"
454,"['0.00015374', '0.00187023', '0.00025268', '0.00076951', '0.00500000']"
455,"['0.00500000', '0.00581109', '0.00208290', '0.00933721', '0.00020872', '0.00010000']"
456,['0.00100000']
457,['0.00104079']
458,['0.09990000']
459,['0.00733879']
460,"['0.01000771', '0.00003227', '0.01041666', '0.00208120']"
461,['1.00000000']
462,"['0.02057994', '0.00104060']"
463,['0.05000000']
464,['0.10000000']
465,['0.00490000']
466,"['0.10000000', '0.02115000']"
467,['0.00178983']
468,['0.01000000']
469,['0.00022883']
470,['0.00027891']
471,['0.00028044']
472,['0.50000000']
473,['0.10000000']
474,"['0.21153276', '0.00068977', '0.00625800']"
475,['0.15000000']
476,['0.90754865']
477,['0.03975964']
478,['0.00250000']
479,['0.01621225']
480,"['0.00002042', '0.00029100', '0.00007801', '0.00030495', '0.09797765', '0.00001882', '0.00001124', '0.00124378', '0.00004851', '0.00028257', '0.00006060', '0.00010000', '0.00012190', '0.00010837']"
481,"['0.00142296', '0.00142422']"
482,['0.01504962']
483,['0.02900000']
484,"['0.00207400', '0.09005109', '0.00026656']"
485,['0.05000000']
486,"['0.00700000', '0.01766047', '0.00037310']"
487,"['0.00005460', '0.01000000']"
488,"['0.01030594', '0.01152508']"
489,"['0.08066294', '0.01940000']"
490,['2.55543900']
491,['0.01000000']
492,['0.24600857']
493,"['0.24331101', '0.00215000', '0.00481691']"
494,['0.85735367']
495,"['0.01580000', '0.00977721', '0.05469927']"
496,['0.50000000']
497,['0.97747554']
498,"['0.05000000', '0.00022000']"
499,['0.89371264']
500,['0.00116400']
501,['0.48548154']
502,"['0.03826319', '0.01200000']"
503,['0.06190000']
504,['0.10000000']
505,['0.10000000']
506,['0.01990798']
507,"['0.00183270', '0.02082422']"
508,['0.00100000']
509,['0.04783164']
510,['0.00848688']
511,['0.19980000']
512,['0.10000000']
513,['0.19208040']
514,['0.80716642']
515,"['0.00300000', '0.00220000']"
516,['0.03800357']
517,['1.35569813']
518,['0.02079564']
519,['0.05000000']
520,"['0.94729236', '0.01887309']"
521,['0.02792857']
522,['0.01026670']
523,"['0.10414930', '0.00130000']"
524,"['0.00576620', '0.10436234']"
525,['0.75000000']
526,['0.01000000']
527,"['0.04018977', '0.20000000', '0.01000000']"
528,"['0.00106000', '0.00040058', '0.05246000']"
529,"['0.00010000', '0.00007554', '0.00001583', '0.00012845', '0.00007226', '0.00004516', '0.00026000', '0.00000248', '0.00015000', '0.00020000', '0.00894023', '0.00003383']"
530,"['0.00024091', '0.00020000', '0.00622407', '0.00049998', '0.00052161', '0.00010000', '0.00011920', '0.00030000', '0.14181370']"
531,"['0.00029760', '0.00042100', '0.00313728', '0.00050000', '0.04475970', '0.00049998', '0.00040000']"
532,"['0.00508549', '0.00061268', '0.00050106', '0.04158176', '0.00051349', '0.00053000', '0.16064069', '0.00059000']"
533,"['0.00040000', '0.00056005', '0.00745848', '0.00070000', '0.00040000', '0.00050000']"
534,"['0.00069715', '0.00055754', '0.00065949', '0.00070000', '0.00100000', '0.00070000']"
535,"['0.00060000', '0.00080000', '0.00073800', '0.00080000', '0.00851600', '0.04000000', '0.00067183']"
536,"['0.00107100', '0.00798782', '0.00151412']"
537,['0.00084389']
538,['0.00054107']
539,"['0.02069671', '0.00097909']"
540,"['0.00290000', '0.07800000', '0.00213201']"
541,"['0.00080000', '0.00013732']"
542,"['0.00423208', '0.08320888', '0.00259000']"
543,"['8.55667201', '1.23634043', '0.04284000', '0.16000000', '0.00428400']"
544,['0.03580000']
545,['0.01000000']
546,"['0.00933765', '0.06600000', '0.12490000']"
547,['0.03852802']
548,['0.00210925']
549,"['0.00122000', '0.00892899']"
550,"['0.04900000', '0.00416319']"
551,"['0.02000000', '0.00005466']"
552,"['0.00397000', '0.09609631']"
553,"['0.10000000', '0.00007836']"
554,"['0.10000000', '0.00009382']"
555,['0.10900000']
556,['0.00455000']
557,['0.01039651']
558,"['0.01239744', '0.00187114']"
559,['0.04990427']
560,['0.01050420']
561,"['0.11905600', '0.00170000', '0.06858000', '0.86858530']"
562,"['0.00930000', '0.00320034']"
563,['0.00207955']
564,['0.01390000']
565,['0.00400000']
566,['0.03067400']
567,['0.00100000']
568,"['0.01731464', '0.00200000']"
569,"['0.00184806', '0.12400000', '0.02147000']"
570,"['0.13988202', '0.00023153', '0.00800000']"
571,"['0.00980000', '1.00010000', '0.00678000']"
572,"['0.00343658', '1.00000000', '0.06382501', '0.81603710', '2.53938709', '3.90040631', '0.89165732', '0.78550650']"
573,['0.02795633']
574,['0.01000000']
575,"['0.00013886', '0.04821802', '0.00474696', '0.25000000']"
576,"['0.10000000', '0.00005000', '0.10480422']"
577,"['0.00032739', '0.01071044', '0.00100454']"
578,['0.00950000']
579,"['0.05000000', '0.00010000']"
580,"['0.04822409', '0.00136068', '0.00026804', '0.00017890']"
581,"['0.00130000', '0.00001224', '0.01100000']"
582,"['0.00106400', '0.00220428', '0.04676873']"
583,"['0.00040000', '0.00030000', '0.00020000', '0.00020000', '0.00010000', '0.00020000', '0.00021900', '0.00053693']"
584,"['0.09338908', '0.00255000', '0.00090000', '0.00002000', '0.00010000', '0.00040000', '0.00090000', '0.00050000', '0.00128100']"
585,"['0.02105795', '0.00397396']"
586,"['0.00190000', '0.00123800', '0.00100000', '0.00685854']"
587,"['0.00140000', '0.00068207', '0.00102837', '0.00190000', '0.02200000']"
588,"['0.01726500', '0.00190000', '0.00208655']"
589,['0.00104000']
590,"['0.00208300', '0.00206300', '0.00090000']"
591,"['0.00050000', '0.00006151', '0.00155000']"
592,"['0.00018010', '0.00090000', '0.00571000', '0.03160556', '0.00090000', '0.00090000', '0.00070000', '0.00001616', '0.00090000']"
593,"['0.00097964', '0.00169662', '0.00174820']"
594,['0.02063000']
595,"['0.01041232', '0.00200000', '0.00110000', '0.00250000', '0.12500000']"
596,"['0.00100000', '0.00100000', '0.00221800', '0.00209300', '0.03649077', '0.00100000', '0.00100000']"
597,['0.08988116']
598,"['0.29990000', '0.00648228', '0.03800000', '0.10631034']"
599,['0.04284000']
600,"['0.01229700', '0.74843690', '0.00334262', '0.23600000']"
601,['0.64696900']
602,"['0.00210800', '0.50000000', '0.02079131', '0.01297000', '0.01000000', '0.10000000', '0.06660000', '0.09000000', '0.12345678', '0.10000000', '0.01069038', '0.00500000', '0.01152610', '0.00500000', '0.01000000', '0.01000000', '0.01000000', '0.00200000']"
603,"['0.00100000', '0.00076948', '0.01208500', '0.00100000', '0.00152160', '0.00197628', '0.00010044', '0.00206385']"
604,"['0.07038583', '0.00824903', '0.00140000']"
605,"['0.10345969', '0.00800000', '0.02060926']"
606,['0.00090000']
607,"['0.00035063', '0.00020000', '1.1E-7', '0.00000100']"
608,"['0.24900000', '0.00011838', '0.01800000', '0.00390000']"
609,['0.00058680']
610,['0.01055587']
611,"['0.00023316', '0.00026858']"
612,"['0.00100000', '0.00100000', '0.00100000', '0.00005500', '0.00019187', '0.00020000', '0.00100000', '0.04130607', '0.00327680', '0.00100000']"
613,['0.00100000']
614,"['0.00000500', '0.00240000', '0.00100000', '0.00340000', '0.04166145', '0.00054686', '0.00100000']"
615,"['0.00295783', '0.08573571', '0.01155000']"
616,"['0.00249500', '0.00542726', '0.00311118']"
617,"['0.00468990', '0.00100000', '0.16067313', '0.00035000', '0.00100000', '0.01157480', '0.00248667']"
618,['0.00100000']
619,"['0.00213656', '0.04122606', '0.00100000', '0.00275000', '0.00014736', '0.00038232', '0.00200000', '0.00040000']"
620,"['0.00001000', '0.05000000', '0.00424628', '0.00500000']"
621,"['0.01590000', '0.00482560', '0.00299431', '0.10300000']"
622,['0.00200000']
623,['0.00210400']
624,"['0.00500000', '0.08306141', '0.00345636', '0.00008978', '0.00344500', '0.00200000', '0.00100000', '0.00200000']"
625,"['0.01107100', '0.01867219', '0.07029852']"
626,['0.00048212']
627,['1.00000000']
628,"['0.00003065', '0.03000000', '0.05000000']"
629,['0.00315900']
630,"['0.00191000', '0.00398710', '0.02084000']"
631,['0.00500000']
632,"['0.00200000', '0.00200000', '0.00344105', '0.10283416', '0.00319965', '0.00040849', '0.00100000', '0.00022750', '0.03376487', '0.00012200', '0.00200000']"
633,"['0.00929808', '0.00445059', '0.05990000']"
634,"['0.01060000', '0.00468004', '0.00975259', '0.05502204']"
635,['0.60524332']
636,"['0.09894009', '0.00653948', '0.00400000']"
637,['0.00200000']
638,['0.09880000']
639,"['0.04324000', '0.00700000']"
640,['0.00300000']
641,"['0.05000000', '0.01000000']"
642,['0.46524946']
643,"['0.10000000', '0.00836500', '0.00002625', '0.03900000', '0.00107000']"
644,"['0.00060000', '0.00007528', '0.54549336', '0.42788138', '0.00089994', '0.00090000', '0.00500000', '0.00434927', '0.00030000', '0.01428237', '0.00033351']"
645,"['0.00429018', '0.00300000', '0.00416051', '0.00300000', '0.02805161']"
646,"['0.00982000', '0.00640000', '0.00400000']"
647,['0.00300000']
648,['0.00235371']
649,"['0.00390000', '0.98186101', '0.00300000', '0.01140000']"
650,"['0.00168567', '0.00970000']"
651,['0.00400000']
652,['0.00327893']
653,['0.00256593']
654,['0.00184605']
655,['0.00090659']
656,"['0.49900000', '1.00000000', '0.40000000', '0.50000000', '0.02127614', '1.00000000', '0.75000000', '0.03045621', '0.48060000']"
657,"['0.05210015', '0.03522440', '0.00880000', '0.01047000', '0.00016874']"
658,['0.00400000']
659,['0.02040000']
660,['0.00326865']
661,"['0.47991234', '0.03171696', '0.00500000', '0.47990182', '0.05146443']"
662,['0.00243959']
663,"['0.10000000', '0.01740000']"
664,"['0.09892156', '0.05000000']"
665,"['0.04171000', '0.01160000']"
666,"['0.08990590', '0.01035697']"
667,"['0.01023787', '0.01604660']"
668,['0.45389885']
669,['0.10000000']
670,['0.01000000']
671,"['0.00014271', '0.15000000']"
672,['0.01160803']
673,"['0.09990000', '0.10000000']"
674,['0.01000000']
675,['0.04890000']
676,['0.08504000']
677,"['0.00001377', '0.00100000', '0.00150490']"
678,"['0.00990000', '0.04279631', '0.00739805']"
679,"['0.00007812', '0.00997800']"
680,['1.00000000']
681,['0.00028097']
682,['0.00548500']
683,"['0.00960000', '0.01500000', '0.03000000', '0.15992360']"
684,"['0.10000000', '0.00007500', '0.01055587', '0.00771000']"
685,['0.00305000']
686,"['0.02057055', '0.02800000', '0.45174239', '0.10500000']"
687,['0.04000000']
688,['0.02784502']
689,"['0.01100000', '0.01125000']"
690,['0.10000000']
691,"['0.02227163', '0.00100000']"
692,"['0.06716000', '0.00968677', '0.02350000']"
693,['0.02000000']
694,"['0.10000000', '0.00020000']"
695,['0.02063000']
696,['0.02090000']
697,"['0.04976389', '0.00963437']"
698,['0.00520000']
699,['0.00089729']
700,"['0.04917041', '0.35000000', '0.21235365', '0.00300000']"
701,['0.15000000']
702,['0.01874717']
703,['0.02203000']
704,['0.01994000']
705,"['0.04000000', '0.00022202']"
706,['0.05000000']
707,['0.02099301']
708,['0.04500000']
709,['0.03990000']
710,['0.00806000']
711,"['0.20000000', '0.05100000']"
712,"['0.04000000', '0.00023520']"
713,['0.01670982']
714,"['0.00009375', '5.00000000', '0.00008562']"
715,"['0.03767000', '0.00883439', '0.20000000']"
716,['0.00088000']
717,['0.01000000']
718,['0.01070755']
719,['0.10000000']
720,['0.05000000']
721,"['0.00181486', '0.00300000', '0.10000000']"
722,['0.00040000']
723,['0.10000000']
724,['0.00075215']
725,['0.00295008']
726,['0.01180000']
727,"['0.00500000', '0.00010000', '0.00010000', '0.00010000', '0.00010000', '0.00001000', '0.00007462', '0.00018600', '0.00010700', '0.00010000', '0.00010242', '0.00005923', '0.00025758', '0.00005008', '0.00001719', '0.00010000']"
